fixedacidity,volatileacidity,residualsugar,chlorides,totalsulfurdioxide,density,pH,alcohol
8.3,0.16,1.7,0.057,98.0,0.9943,3.15,10.3
6.6,0.21,11.4,0.039,165.0,0.99795,3.41,9.8
5.5,0.62,1.7,0.037,118.0,0.98758,3.15,13.55
5.9,0.24,12.3,0.053,134.0,0.9972,3.34,9.5
6.4,0.39,1.2,0.041,136.0,0.99225,3.15,10.2
6.5,0.16,1.4,0.029,133.0,0.99108,3.33,11.5
8.4,0.57,10.7,0.051,195.0,0.9981,3.15,10.4
6.7,0.28,2.4,0.012,100.0,0.99064,3.26,11.7
7.8,0.28,3.4,0.024,99.0,0.98959,2.98,13.0
6.6,0.22,17.3,0.047,118.0,0.99906,3.08,8.8
6.2,0.27,1.2,0.146,105.0,0.99224,3.23,10.1
7.2,0.17,6.9,0.059,128.0,0.99322,3.08,11.0
5.4,0.595,2.8,0.042,80.0,0.9932,3.36,9.3
6.8,0.29,1.8,0.032,130.0,0.99095,3.05,11.2
8.1,0.2,0.9,0.023,87.0,0.99062,2.92,11.1
6.7,0.18,6.4,0.048,251.0,0.9956,3.29,10.0
7.5,0.27,7.0,0.036,164.0,0.9939,3.03,11.0
6.7,0.21,1.5,0.035,123.0,0.98949,3.24,12.6
7.1,0.24,17.8,0.046,145.0,0.9998,3.32,8.7
6.0,0.555,4.5,0.053,126.0,0.9943,3.24,9.1
7.0,0.26,10.8,0.039,184.0,0.99787,3.47,10.3
6.2,0.25,1.4,0.03,105.0,0.9912,3.3,11.1
7.4,0.16,13.7,0.056,168.0,0.99825,2.9,8.7
7.4,0.29,1.6,0.045,180.0,0.9936,3.34,10.5
8.8,0.33,6.35,0.024,87.0,0.9917,2.96,12.6
6.8,0.31,8.0,0.028,122.0,0.99164,3.13,12.6
7.1,0.4,1.3,0.148,149.0,0.99468,3.08,8.7
8.0,0.17,2.4,0.029,119.0,0.98944,3.03,12.9
7.4,0.37,5.7,0.061,94.0,0.9965,3.48,10.7
5.9,0.27,5.0,0.035,97.0,0.99058,3.1,11.8
7.6,0.17,4.6,0.05,98.0,0.99422,3.08,9.5
6.2,0.27,7.8,0.056,244.0,0.9956,3.1,9.0
6.5,0.43,11.25,0.032,87.0,0.9922,3.02,12.4
7.1,0.44,2.7,0.041,128.0,0.9896,3.07,13.5
8.6,0.33,11.8,0.059,240.0,0.99882,3.17,10.0
7.0,0.24,2.8,0.034,112.0,0.99,3.19,12.6
6.5,0.22,8.0,0.053,196.0,0.9959,3.23,9.1
6.7,0.23,1.3,0.061,100.0,0.9925,3.07,9.5
7.1,0.31,11.2,0.048,136.0,0.99663,3.14,9.5
7.5,0.18,6.2,0.05,138.0,0.99546,3.2,10.5
6.6,0.23,14.9,0.051,118.0,0.99835,3.04,9.0
6.9,0.15,4.4,0.029,107.0,0.99347,3.24,10.4
6.8,0.25,14.0,0.032,133.0,0.9952,3.37,12.2
6.2,0.235,1.9,0.036,117.0,0.99032,3.4,12.2
7.1,0.21,2.5,0.04,186.0,0.99128,3.32,12.5
6.9,0.26,10.5,0.044,139.0,0.99517,3.06,10.3
5.9,0.44,1.2,0.049,117.0,0.99134,3.46,11.5
7.8,0.19,8.9,0.039,182.0,0.996,3.18,9.9
5.6,0.255,10.7,0.056,171.0,0.99464,3.25,10.4
6.5,0.33,1.1,0.061,151.0,0.993,3.09,9.5
6.2,0.29,12.4,0.048,201.0,0.99612,3.11,9.9
7.4,0.41,10.8,0.051,194.0,0.9976,3.05,8.7
6.8,0.18,12.8,0.062,171.0,0.99808,3.0,9.0
6.9,0.32,2.3,0.03,103.0,0.99106,3.06,11.1
7.3,0.145,1.1,0.042,64.0,0.99012,3.1,11.8
7.1,0.44,5.8,0.035,100.0,0.99062,3.15,13.2
7.4,0.19,1.4,0.057,135.0,0.993,3.12,9.6
6.1,1.1,4.4,0.033,109.0,0.99058,3.35,12.4
7.9,0.3,8.5,0.036,112.0,0.9939,2.96,11.7
7.3,0.3,13.5,0.039,165.0,0.9982,3.02,8.7
6.9,0.31,1.2,0.024,166.0,0.99208,3.05,9.8
5.9,0.22,22.6,0.12,122.0,0.99636,3.1,12.8
6.5,0.26,16.5,0.045,166.0,1.0,3.38,9.5
7.4,0.28,19.8,0.066,195.0,1.0,2.96,9.1
7.8,0.22,9.0,0.047,132.0,0.997,3.25,10.2
7.7,0.24,1.8,0.051,190.0,0.9928,3.23,10.8
6.6,0.26,18.15,0.05,139.0,0.99904,3.06,9.2
6.1,0.38,3.9,0.06,113.0,0.99344,3.07,9.2
7.1,0.18,12.2,0.048,125.0,0.9967,2.92,9.4
6.8,0.18,1.1,0.027,112.0,0.99089,3.15,11.0
9.0,0.2,3.5,0.049,40.0,0.9944,3.14,9.8
6.5,0.18,14.2,0.039,129.0,0.99678,3.28,10.3
7.2,0.28,12.5,0.046,179.0,0.9975,3.1,9.0
5.8,0.29,3.7,0.029,88.0,0.98994,3.25,12.3
7.9,0.34,6.5,0.027,126.0,0.99124,2.96,12.5
6.0,0.22,1.1,0.034,90.0,0.98862,3.22,12.6
5.9,0.3,1.1,0.036,56.0,0.9904,3.19,11.3
7.4,0.16,13.7,0.056,168.0,0.99825,2.9,8.7
6.1,0.22,3.1,0.052,104.0,0.9948,3.14,8.7
7.2,0.39,11.0,0.044,156.0,0.9974,3.09,8.7
6.9,0.52,7.9,0.036,169.0,0.99267,3.26,12.2
6.1,0.68,1.4,0.037,123.0,0.99022,3.24,12.0
7.7,0.27,1.8,0.028,168.0,0.9911,2.99,12.1
7.4,0.16,6.85,0.059,131.0,0.9952,3.29,9.7
6.4,0.29,3.2,0.037,95.0,0.98942,2.9,12.6
5.9,0.31,7.7,0.047,206.0,0.995,3.2,9.6
7.1,0.25,1.6,0.052,169.0,0.9926,3.05,10.5
9.7,0.24,4.9,0.032,18.0,0.99368,2.85,10.0
6.8,0.11,8.6,0.044,104.0,0.99454,3.2,9.9
6.4,0.37,5.9,0.056,91.0,0.99536,3.06,8.4
7.4,0.2,1.6,0.038,116.0,0.9912,3.25,12.0
6.2,0.21,11.6,0.044,155.0,0.99655,3.14,9.4
7.2,0.21,14.5,0.048,178.0,0.9982,3.05,8.9
6.8,0.21,18.1,0.046,133.0,1.0,3.27,8.8
6.1,0.24,11.5,0.05,133.0,0.99476,3.22,10.8
7.4,0.32,1.4,0.049,173.0,0.99335,3.03,9.3
5.7,0.21,4.5,0.04,140.0,0.99332,3.29,10.6
6.2,0.21,13.1,0.05,150.0,0.99772,3.31,9.0
8.8,0.28,6.0,0.022,49.0,0.9934,3.01,11.1
6.7,0.17,2.1,0.043,122.0,0.9923,3.15,10.3
6.1,0.28,1.3,0.06,126.0,0.99353,3.13,8.7
5.8,0.22,0.9,0.034,89.0,0.98936,3.14,11.1
6.8,0.26,7.7,0.047,210.0,0.9959,3.1,9.0
7.9,0.14,1.8,0.05,114.0,0.9948,3.33,10.7
7.0,0.16,8.3,0.045,126.0,0.9958,3.21,9.2
6.0,0.19,12.4,0.048,147.0,0.9972,3.3,8.9
6.4,0.25,5.5,0.049,176.0,0.995,3.19,9.2
6.4,0.23,10.3,0.042,140.0,0.9967,3.23,9.2
7.2,0.34,8.4,0.051,167.0,0.99756,3.48,9.7
8.1,0.2,0.9,0.023,87.0,0.99062,2.92,11.1
8.3,0.18,1.2,0.049,94.0,0.9937,3.18,10.1
6.9,0.41,4.2,0.031,102.0,0.993,3.0,11.6
7.6,0.16,1.9,0.047,151.0,0.9937,3.2,10.1
5.8,0.19,1.3,0.044,128.0,0.99362,3.77,10.6
6.8,0.27,13.0,0.047,160.0,0.99705,3.16,9.6
6.7,0.18,6.4,0.048,251.0,0.9956,3.29,10.0
6.6,0.21,5.35,0.029,106.0,0.99112,2.93,11.5
8.3,0.49,2.5,0.036,116.0,0.9944,3.23,10.7
5.6,0.19,4.5,0.03,112.0,0.9922,3.56,11.2
6.8,0.21,6.4,0.041,113.0,0.99358,2.96,10.2
7.1,0.29,7.8,0.036,128.0,0.99397,3.21,10.7
5.8,0.26,2.6,0.034,129.0,0.9902,3.2,11.5
6.3,0.22,1.7,0.041,164.0,0.9928,3.32,10.4
6.0,0.19,1.5,0.152,55.0,0.9927,3.12,9.8
6.2,0.2,1.1,0.039,78.0,0.9899,3.36,12.1
6.4,0.29,15.0,0.04,116.0,0.99736,3.14,9.2
6.8,0.17,2.0,0.04,111.0,0.99,3.24,12.9
6.8,0.22,1.4,0.053,114.0,0.9929,3.39,10.6
8.0,0.32,4.6,0.042,178.0,0.9928,3.29,12.0
7.6,0.27,3.2,0.043,152.0,0.99129,3.02,11.4
6.4,0.3,3.5,0.197,180.0,0.9942,3.02,9.1
6.4,0.3,2.0,0.052,141.0,0.99273,3.38,10.5
4.7,0.785,3.4,0.036,134.0,0.98981,3.53,13.8
8.8,0.23,3.2,0.042,126.0,0.9934,3.02,11.2
4.8,0.225,1.2,0.074,130.0,0.99132,3.31,10.3
7.9,0.345,15.3,0.047,171.0,0.9987,3.09,9.1
6.9,0.32,16.0,0.034,185.0,0.99938,3.34,9.0
5.8,0.24,10.05,0.039,162.0,0.99375,3.33,11.2
7.3,0.26,1.6,0.04,173.0,0.9918,3.19,11.4
6.7,0.2,1.4,0.025,76.0,0.99104,3.11,11.0
5.7,0.43,5.7,0.039,98.0,0.992,3.54,12.3
7.2,0.24,3.0,0.036,117.0,0.99411,3.36,10.1
7.8,0.28,2.1,0.046,208.0,0.99434,3.23,9.8
6.8,0.28,13.9,0.047,162.0,0.9983,3.21,9.0
6.7,0.24,6.8,0.038,127.0,0.9932,3.33,11.6
8.0,0.22,5.6,0.049,97.0,0.993,3.1,10.9
7.3,0.13,14.4,0.051,109.0,0.9974,3.2,9.2
7.2,0.39,1.4,0.157,132.0,0.99449,3.11,9.0
6.4,0.15,1.8,0.034,150.0,0.9922,3.42,11.0
6.7,0.13,1.2,0.046,140.0,0.9927,3.33,10.1
6.5,0.3,7.8,0.038,219.0,0.9959,3.19,9.4
7.7,0.35,11.8,0.088,183.0,0.99786,2.86,9.0
6.9,0.32,7.6,0.042,219.0,0.9959,3.13,8.9
7.4,0.38,8.3,0.052,168.0,0.99627,3.11,9.2
7.3,0.21,1.6,0.034,118.0,0.9917,3.3,11.0
7.0,0.27,6.8,0.047,193.0,0.9938,3.23,11.4
8.3,0.21,17.1,0.049,213.0,1.0006,3.01,9.3
5.7,0.21,2.3,0.047,189.0,0.995,3.65,10.1
6.4,0.3,4.4,0.055,135.0,0.9925,3.23,12.2
6.5,0.18,1.4,0.041,141.0,0.9941,3.34,9.5
7.3,0.18,1.4,0.046,157.0,0.9946,3.33,9.4
6.3,0.23,7.1,0.05,210.0,0.9951,3.23,9.5
6.8,0.15,4.7,0.059,118.0,0.9956,3.43,9.0
7.0,0.15,14.7,0.051,149.0,0.99792,2.96,9.0
7.6,0.25,1.3,0.056,176.0,0.99434,3.1,9.5
7.2,0.46,10.4,0.05,192.0,0.9976,3.16,8.7
7.4,0.27,11.8,0.053,173.0,0.99699,3.11,9.8
6.8,0.14,1.4,0.047,90.0,0.99164,3.27,11.2
6.0,0.34,3.8,0.044,116.0,0.99108,3.39,11.8
6.6,0.16,1.6,0.034,78.0,0.992,3.38,11.2
5.6,0.2,2.5,0.048,125.0,0.99282,3.49,10.0
7.8,0.43,13.0,0.033,158.0,0.9955,3.14,11.3
6.8,0.25,8.1,0.046,155.0,0.9956,3.33,10.2
5.3,0.395,1.3,0.035,102.0,0.992,3.5,10.6
6.2,0.16,1.4,0.126,110.0,0.9932,3.23,8.9
7.5,0.35,9.6,0.051,157.0,0.9969,3.12,9.2
5.6,0.26,10.6,0.03,119.0,0.9947,3.4,10.7
6.1,0.38,5.0,0.016,113.0,0.99007,3.15,12.4
6.8,0.24,19.3,0.057,247.0,1.00055,3.0,8.7
7.1,0.12,9.6,0.054,162.0,0.9962,3.4,9.4
7.4,0.25,2.05,0.05,100.0,0.992,3.19,10.8
5.9,0.28,3.6,0.04,194.0,0.9912,3.31,11.6
6.1,0.28,17.75,0.044,161.0,0.9993,3.34,9.5
8.1,0.25,3.8,0.051,129.0,0.9928,3.21,11.5
6.4,0.24,8.2,0.054,182.0,0.99538,3.12,9.5
6.0,0.39,2.7,0.038,187.0,0.99325,3.41,10.8
7.0,0.57,8.3,0.094,188.0,0.9972,3.4,9.2
7.5,0.23,2.6,0.031,98.0,0.99194,3.0,10.9
7.4,0.3,5.25,0.053,180.0,0.9926,3.13,11.6
5.9,0.46,2.7,0.042,160.0,0.9931,3.46,10.6
7.5,0.14,1.3,0.055,153.0,0.9945,3.29,9.6
5.9,0.29,7.9,0.044,197.0,0.99512,3.21,9.4
5.0,0.24,2.2,0.039,100.0,0.99098,3.69,11.7
6.8,0.31,6.9,0.046,173.0,0.9958,3.19,9.0
6.8,0.33,7.0,0.05,155.0,0.9955,3.14,9.5
7.4,0.29,1.7,0.035,110.0,0.9926,3.07,10.9
7.1,0.27,18.2,0.046,252.0,1.0,3.07,8.7
7.7,0.34,11.0,0.04,117.0,0.99815,3.27,9.2
5.9,0.26,5.4,0.046,116.0,0.99224,3.24,11.4
6.4,0.3,7.8,0.046,192.0,0.9955,3.1,9.0
6.4,0.25,1.4,0.04,115.0,0.9906,3.19,11.3
6.5,0.2,18.1,0.054,221.0,0.99941,2.94,8.8
6.8,0.28,11.5,0.04,223.0,0.9969,3.22,9.5
6.9,0.38,13.65,0.048,189.0,0.99784,3.0,9.5
7.5,0.32,1.7,0.031,109.0,0.9906,3.07,12.5
6.1,0.15,1.2,0.03,84.0,0.98926,3.19,13.0
7.7,0.4,4.5,0.034,95.0,0.99175,3.21,12.3
6.0,0.31,7.4,0.175,159.0,0.9952,3.19,9.4
7.8,0.3,16.85,0.054,135.0,0.9998,3.16,9.0
6.0,0.33,1.8,0.031,159.0,0.9919,3.41,11.0
9.4,0.17,1.6,0.049,94.0,0.9949,3.02,10.3
6.0,0.17,1.0,0.034,106.0,0.992,3.21,9.8
7.3,0.25,1.8,0.037,165.0,0.9911,3.29,12.2
6.5,0.23,16.3,0.038,133.0,0.99924,3.26,8.8
5.9,0.25,12.4,0.047,162.0,0.9973,3.35,9.5
8.1,0.33,5.2,0.047,151.0,0.99527,3.22,10.3
7.1,0.14,1.0,0.104,54.0,0.99057,3.19,11.5
7.0,0.24,3.0,0.035,102.0,0.9905,3.18,12.2
6.0,0.28,19.3,0.051,174.0,0.99911,3.14,9.0
5.8,0.32,4.75,0.033,94.0,0.991,3.42,11.8
6.9,0.27,23.5,0.057,235.0,1.0024,2.98,8.6
5.9,0.23,8.6,0.046,142.0,0.99432,3.23,10.6
6.7,0.34,2.1,0.033,111.0,0.98924,2.97,12.2
6.1,0.34,4.7,0.029,94.0,0.991,3.29,12.3
6.9,0.19,5.0,0.058,146.0,0.9952,3.29,9.1
7.6,0.2,14.2,0.056,212.5,0.999,3.14,8.9
6.0,0.32,1.5,0.05,189.0,0.99308,3.24,9.6
7.6,0.18,10.2,0.055,135.0,0.9968,3.14,9.9
6.8,0.2,6.2,0.052,106.0,0.9935,3.09,10.8
7.3,0.22,14.3,0.063,191.0,0.9978,2.89,9.0
7.0,0.16,14.3,0.044,149.0,0.998,2.91,9.2
6.6,0.35,2.7,0.045,129.0,0.98952,3.24,13.0
7.1,0.23,5.4,0.039,196.0,0.9948,3.19,10.0
5.5,0.17,2.9,0.039,108.0,0.99243,3.28,10.0
7.0,0.23,1.4,0.036,113.0,0.9912,3.16,10.8
7.4,0.2,6.1,0.025,40.0,0.99244,2.79,10.9
6.7,0.41,9.2,0.049,150.0,0.9968,3.22,9.1
7.0,0.28,8.7,0.051,141.0,0.9961,3.38,10.5
5.3,0.275,7.4,0.038,114.0,0.99313,3.38,11.0
6.8,0.31,3.5,0.086,130.0,0.993,2.83,9.6
7.5,0.23,11.0,0.047,133.0,0.9978,2.99,8.8
6.5,0.29,2.5,0.142,111.0,0.9927,3.0,9.9
10.7,0.22,8.2,0.044,181.0,0.998,2.87,9.5
7.0,0.3,2.2,0.042,177.0,0.99166,3.2,11.4
7.0,0.22,2.1,0.055,198.0,0.9951,3.52,10.2
6.4,0.22,7.2,0.028,83.0,0.993,3.13,10.9
5.8,0.385,3.7,0.031,122.0,0.99128,3.2,11.2
6.1,0.19,2.6,0.041,99.0,0.99153,3.18,10.9
6.4,0.33,7.2,0.041,168.0,0.99331,3.22,11.1
6.0,0.23,9.7,0.048,207.0,0.99571,3.05,9.1
6.5,0.13,1.0,0.036,114.0,0.9911,3.41,11.5
6.5,0.33,3.8,0.036,88.0,0.99028,3.25,12.5
7.2,0.27,1.6,0.05,135.0,0.992,2.94,11.0
7.7,0.34,11.1,0.039,151.0,0.9978,3.06,8.6
6.3,0.29,14.2,0.037,99.0,0.99528,3.08,10.6
7.7,0.32,2.3,0.04,114.0,0.9911,3.2,12.8
7.6,0.29,1.3,0.035,86.0,0.9908,2.99,11.3
5.9,0.37,1.6,0.057,128.0,0.9924,3.24,10.1
6.8,0.45,5.0,0.033,156.0,0.991,3.11,12.4
6.6,0.19,10.9,0.045,154.0,0.99752,3.52,10.4
8.3,0.33,1.15,0.033,96.0,0.9911,3.2,12.4
7.7,0.3,14.3,0.045,213.0,0.9991,3.18,9.2
7.3,0.18,1.4,0.046,157.0,0.9946,3.33,9.4
9.3,0.31,1.3,0.042,147.0,0.9948,3.11,9.8
5.7,0.22,16.0,0.044,113.0,0.99862,3.22,8.9
8.1,0.2,2.0,0.037,87.0,0.9921,3.12,11.2
8.7,0.34,13.8,0.055,198.0,0.9988,3.36,9.5
6.9,0.25,5.2,0.024,135.0,0.9948,3.16,10.7
8.6,0.31,0.9,0.045,109.0,0.99249,2.95,10.1
6.8,0.33,7.4,0.045,143.0,0.99226,3.06,12.2
7.2,0.35,5.6,0.032,120.0,0.99334,2.93,10.3
7.6,0.17,4.6,0.05,98.0,0.99422,3.08,9.5
6.1,0.27,9.8,0.042,125.0,0.99532,3.14,10.2
5.7,0.26,17.8,0.059,124.0,0.99773,3.3,10.1
6.6,0.21,1.8,0.026,128.0,0.99183,3.37,11.2
6.3,0.43,8.8,0.042,106.0,0.99172,3.28,12.9
7.0,0.53,1.0,0.036,107.0,0.993,3.2,9.0
6.3,0.495,1.8,0.046,140.0,0.9929,3.39,10.4
6.1,0.17,1.1,0.041,92.0,0.99036,3.26,11.2
7.1,0.43,11.8,0.045,155.0,0.9974,3.11,8.7
7.0,0.33,9.9,0.042,251.0,0.99435,3.01,11.0
6.5,0.2,1.5,0.039,110.0,0.99008,3.22,12.0
6.2,0.24,12.5,0.055,134.0,0.99758,3.3,9.0
7.2,0.08,1.3,0.05,148.0,0.9945,3.46,10.2
8.1,0.28,1.0,0.04,148.0,0.9936,3.13,10.0
7.0,0.23,5.1,0.042,144.0,0.99518,3.5,10.2
6.8,0.18,1.4,0.038,111.0,0.9918,3.32,11.2
6.8,0.27,13.0,0.047,160.0,0.99705,3.16,9.6
5.4,0.205,12.55,0.051,115.0,0.99564,3.4,10.8
7.1,0.39,9.9,0.037,124.0,0.99414,3.07,10.9
7.1,0.26,12.4,0.044,240.0,0.9969,3.04,9.2
8.0,0.33,4.6,0.041,180.0,0.99184,2.92,12.2
7.3,0.27,6.7,0.064,188.0,0.9958,3.29,9.7
7.3,0.3,2.3,0.043,125.0,0.99084,3.34,12.6
6.4,0.15,1.2,0.043,150.0,0.9907,3.14,11.2
6.1,0.41,1.6,0.049,137.0,0.993,3.32,10.4
5.3,0.165,1.1,0.051,105.0,0.9925,3.32,9.1
5.1,0.14,0.7,0.039,89.0,0.9919,3.22,9.2
5.8,0.36,3.3,0.038,153.0,0.9911,3.34,11.3
5.0,0.255,2.7,0.043,153.0,0.99238,3.75,11.3
6.8,0.22,8.9,0.046,188.0,0.9955,3.3,10.3
6.9,0.2,1.2,0.048,159.0,0.9936,3.19,9.1
7.3,0.24,1.2,0.037,97.0,0.9926,3.19,10.1
7.0,0.2,8.8,0.037,103.0,0.99388,3.13,11.0
6.4,0.5,2.4,0.059,112.0,0.99314,3.18,9.2
7.7,0.31,4.3,0.026,87.0,0.99152,3.11,12.0
7.6,0.32,1.6,0.092,138.0,0.99438,3.19,9.8
7.8,0.16,1.7,0.026,140.0,0.991,3.02,12.5
6.6,0.22,17.3,0.047,118.0,0.99906,3.08,8.8
6.7,0.3,2.8,0.025,107.0,0.99159,3.31,11.3
6.7,0.3,18.75,0.057,224.0,0.99956,3.11,9.1
7.0,0.13,12.85,0.042,105.0,0.99581,3.05,10.7
7.5,0.29,8.95,0.055,151.0,0.9968,3.08,9.3
10.2,0.44,6.2,0.049,124.0,0.9968,2.99,9.9
6.4,0.28,1.7,0.156,106.0,0.99354,3.1,9.2
7.2,0.5,0.8,0.034,114.0,0.9932,3.19,9.2
4.9,0.33,1.2,0.016,150.0,0.98713,3.33,14.0
7.1,0.27,1.25,0.023,89.0,0.98993,2.95,11.4
6.4,0.3,7.8,0.046,192.0,0.9955,3.1,9.0
7.0,0.44,12.1,0.056,210.0,0.99718,3.05,9.5
6.5,0.115,1.95,0.038,166.0,0.989,3.12,12.9
6.4,0.18,11.9,0.046,168.0,0.9978,3.58,10.1
7.2,0.2,4.5,0.044,109.0,0.9949,3.23,9.4
7.2,0.18,4.4,0.046,166.0,0.9943,3.13,11.2
6.0,0.28,12.15,0.048,163.0,0.9957,3.2,10.1
7.1,0.27,12.6,0.044,118.0,0.99726,3.04,10.0
7.9,0.42,8.2,0.056,164.0,0.9965,3.29,11.2
7.1,0.18,1.4,0.045,157.0,0.9916,2.95,10.5
8.0,0.18,1.3,0.04,96.0,0.9912,3.06,12.1
6.9,0.17,1.6,0.047,132.0,0.9914,3.16,11.4
7.0,0.21,8.6,0.045,221.0,0.9954,3.25,10.4
7.3,0.19,6.3,0.054,231.0,0.9964,3.36,10.0
10.0,0.2,1.4,0.05,152.0,0.994,3.0,10.4
6.3,0.35,17.6,0.061,198.0,0.99918,3.11,8.8
6.2,0.76,3.2,0.041,120.0,0.99026,3.2,13.7
7.0,0.53,6.1,0.029,76.0,0.99118,3.08,12.5
6.6,0.55,2.7,0.034,122.0,0.9906,3.15,11.9
7.4,0.19,14.5,0.045,193.0,0.9986,3.1,9.2
6.0,0.19,12.4,0.048,147.0,0.9972,3.3,8.9
7.5,0.28,1.3,0.044,126.0,0.99293,3.28,10.3
8.0,0.25,9.7,0.036,85.0,0.99406,2.99,11.2
8.0,0.37,4.7,0.038,127.0,0.99186,2.9,12.1
6.6,0.32,16.7,0.046,133.0,0.9979,3.22,10.4
7.1,0.2,11.6,0.042,124.0,0.997,2.92,9.5
6.8,0.23,2.8,0.047,122.0,0.99126,3.06,10.9
6.6,0.29,1.8,0.036,102.0,0.98819,3.08,13.7
5.7,0.26,17.8,0.059,124.0,0.99773,3.3,10.1
6.8,0.22,1.7,0.036,195.0,0.9908,3.35,12.5
7.0,0.12,4.9,0.055,127.0,0.9953,3.29,9.4
8.3,0.23,2.1,0.049,153.0,0.9953,3.09,9.6
6.1,0.21,6.3,0.039,136.0,0.99068,3.27,12.7
7.6,0.3,2.2,0.054,175.0,0.99445,3.19,9.8
6.5,0.48,0.9,0.043,99.0,0.99226,3.14,9.8
6.7,0.15,7.9,0.034,81.0,0.99512,3.29,10.0
5.7,0.27,1.2,0.046,155.0,0.9934,3.8,10.2
6.7,0.34,16.4,0.051,146.0,0.99834,3.06,9.1
5.6,0.13,4.8,0.028,104.0,0.9948,3.34,9.2
6.5,0.32,11.5,0.033,165.0,0.9974,3.22,9.0
6.6,0.28,1.7,0.038,101.0,0.9912,3.29,11.6
6.7,0.33,1.6,0.167,94.0,0.9914,3.11,11.4
6.4,0.32,4.9,0.034,122.0,0.9916,3.36,12.5
8.8,0.35,1.0,0.036,56.0,0.992,2.96,10.5
5.9,0.22,1.3,0.046,90.0,0.99232,3.2,10.0
5.7,0.16,1.2,0.036,89.0,0.99111,3.26,11.0
9.0,0.38,2.1,0.102,76.0,0.99001,2.93,12.9
6.5,0.51,1.7,0.048,177.0,0.99212,3.28,10.5666666666667
6.3,0.3,7.7,0.049,184.0,0.99514,3.22,9.5
5.6,0.245,1.1,0.047,152.0,0.9927,3.12,9.3
7.3,0.51,11.3,0.034,224.0,0.99683,3.14,9.5
6.9,0.26,4.2,0.031,80.0,0.99089,3.12,11.5
6.5,0.24,1.0,0.027,90.0,0.98926,3.24,12.3
7.9,0.51,2.6,0.049,135.0,0.99335,3.09,10.0
6.0,0.29,10.8,0.048,149.0,0.9937,3.09,10.9666666666667
6.0,0.33,1.8,0.031,159.0,0.9919,3.41,11.0
6.8,0.31,7.6,0.052,143.0,0.9959,3.14,9.0
6.3,0.33,5.8,0.04,144.0,0.99425,3.15,9.9
7.0,0.45,19.8,0.04,67.0,0.9976,3.07,11.0
5.7,0.22,16.65,0.044,110.0,0.99855,3.24,9.0
7.5,0.26,5.7,0.021,125.0,0.99338,3.13,11.1
6.9,0.26,4.2,0.031,80.0,0.99089,3.12,11.5
6.7,0.64,1.2,0.03,76.0,0.9892,3.16,12.9
6.9,0.49,1.2,0.049,125.0,0.9932,3.17,9.4
6.8,0.45,11.8,0.094,97.0,0.997,3.09,9.6
7.2,0.46,10.4,0.05,192.0,0.9976,3.16,8.7
8.1,0.28,6.9,0.05,97.0,0.9951,3.26,10.1
6.6,0.52,12.2,0.048,245.0,0.9975,3.26,9.3
5.9,0.48,1.5,0.037,78.0,0.99057,3.47,11.9
6.7,0.2,1.65,0.025,103.0,0.99022,3.11,11.4
5.6,0.3,6.4,0.043,142.0,0.99382,3.14,9.8
6.6,0.34,3.3,0.034,99.0,0.99031,3.1,12.3
5.3,0.23,0.9,0.041,141.0,0.99119,3.16,9.7
6.6,0.3,1.2,0.034,121.0,0.9933,3.13,9.2
7.2,0.18,1.1,0.045,73.0,0.9925,3.32,10.8
6.1,0.27,1.5,0.035,83.0,0.99076,3.32,11.1
6.7,0.28,7.4,0.041,81.0,0.99254,3.04,11.4
7.2,0.31,1.4,0.057,117.0,0.9928,3.16,10.5
7.5,0.34,3.85,0.031,34.0,0.99098,3.01,11.8
6.4,0.29,15.6,0.04,142.0,0.9962,3.1,10.6
6.9,0.25,9.2,0.034,150.0,0.9947,3.21,11.5
6.1,0.16,6.1,0.034,114.0,0.99365,3.32,10.15
6.8,0.18,1.5,0.027,93.0,0.992,3.3,10.8
7.2,0.17,1.6,0.052,126.0,0.99228,3.19,10.8
6.0,0.11,10.6,0.052,148.0,0.9958,2.91,9.3
6.6,0.34,3.3,0.034,99.0,0.99031,3.1,12.3
6.1,0.27,2.2,0.021,117.0,0.9886,3.12,12.5
5.7,0.23,7.95,0.042,108.0,0.99486,3.44,10.3
6.3,0.31,2.2,0.045,77.0,0.9927,3.3,10.2
7.0,0.31,7.5,0.055,218.0,0.99652,3.37,10.3
7.2,0.18,1.2,0.048,97.0,0.9919,3.14,10.4
7.3,0.2,1.6,0.04,123.0,0.99238,3.34,10.8
7.0,0.18,1.5,0.043,104.0,0.99216,3.18,10.8
7.0,0.17,4.0,0.034,127.0,0.9934,3.19,10.6
6.4,0.31,1.5,0.037,119.0,0.9919,3.32,10.4
7.6,0.35,13.3,0.037,116.0,0.99822,3.04,9.2
7.5,0.21,1.2,0.06,111.0,0.9931,3.51,10.7
6.8,0.36,4.6,0.039,124.0,0.9909,3.27,12.6
8.5,0.18,1.1,0.028,95.0,0.99272,2.83,10.0
6.7,0.31,2.4,0.038,83.0,0.98867,3.09,12.8
7.0,0.47,1.1,0.035,151.0,0.991,3.02,10.5
6.9,0.38,9.8,0.04,191.0,0.9971,3.28,9.2
6.6,0.32,2.5,0.052,219.5,0.99316,3.15,10.0
6.8,0.25,4.7,0.031,134.0,0.9927,3.21,10.6
7.1,0.21,1.4,0.037,143.0,0.9932,3.13,9.9
